	product_id	category_id
10111	1492386	11956
10112	559840	13143
10113	1349941	11937
10114	1162660	12524
10115	231644	14922
10116	1772575	13253
10117	1332833	13678
10118	1696058	13083
10119	261802	12657
10120	1424263	11757
10122	1354229	12514
10123	1210650	13143
10124	1935265	13474
10125	828610	14172
10126	454259	14242
10127	183615	11937
10128	1365709	14279
10129	914657	14929
10130	31714	14922
10131	1655483	12250
10133	1119502	13678
10134	1260775	2739
10136	281537	13358
10137	1675596	13982
10138	1309897	13152
10139	1743091	11937
10140	1271292	13358
10142	1041371	12713
10143	1898121	12768
10144	1271316	12725
10145	1311525	14221
10146	1474809	12282
10148	1011048	2599
10149	1381936	13148
10150	864298	13786
10151	434328	11937
10152	1348409	14923
10154	373443	12128
10155	1476336	14216
10156	1866116	11937
10157	1784198	11956
10158	292238	13427
10159	28066	11648
10160	1545991	12649
10161	539396	14233
10162	1798421	2744
10163	859041	12604
10164	577595	12422
10165	1960515	12690
10166	323701	12657
10167	446598	13143
10168	1017067	2748
10169	1794739	12523
10170	141926	12690
10171	439641	13253
10172	1798671	12658
10173	1613712	13714
10174	603898	14233
10176	662490	2725
10177	1420674	12422
10178	284119	13253
10179	888819	12841
10180	1557801	13714
10181	645095	14539
10182	1503983	14019
10183	1543731	13745
10184	127504	11937
10188	1275994	12992
10189	550505	11937
10190	1932002	13545
10191	482757	12909
10192	625036	12415
10193	783867	14235
10194	2070567	11937
10195	1275199	14279
10196	132865	14008
10197	1642635	2601
10198	1793701	13894
10200	983512	12980
10201	71753	12268
10202	1561089	11956
10203	642789	12514
10204	1001095	2824
10205	1427585	13799
10206	1125261	13799
10207	1827296	14541
10208	729152	13651
10209	1806430	14683
10210	13629	11018
10211	1794700	12683
10212	1476317	11956
10213	881513	13143
10214	628054	12197
10215	218012	13651
10216	787560	12657
10217	1885704	11937
10218	1114087	12980
10219	217580	12883
10220	1548803	14674
10221	784781	11762
10222	1374111	12731
10223	1964667	12755
10224	2006155	11937
10225	1251339	14216
10226	734329	15023
10227	806253	13665
10228	1715185	14242
10229	1881555	14927
10230	352543	13835
10231	1030822	13424
10232	809057	13799
10233	1555532	12267
10234	1745293	13370
10235	1115990	14938
10236	1179839	12980
10237	803951	13509
10238	1976332	14274
10239	951225	14099
10241	928002	14923
10242	825096	13215
10243	1812266	15068
10244	769283	15024
10245	741328	13954
10246	399686	13043
10247	336076	11937
10248	1938119	2781
10249	790084	14241
10250	540587	2754
10251	1336528	12683
10252	770560	12731
10253	321823	14685
10254	792010	12909
10255	839485	13770
10256	119832	14922
10257	826303	13370
10258	988032	11937
10259	367228	14241
10260	1103710	2760
10261	2001809	12690
10262	705971	11937
10263	520101	12267
10264	1859786	12479
10265	1746989	12604
10266	1420559	13253
10267	27706	14614
10268	1052864	12755
10269	1656300	12176
10270	1621368	14922
10271	557214	13253
10273	1227714	14541
10274	1824721	13745
10275	2019256	13028
10276	276990	11018
10277	831470	11896
10278	1730276	11752
10279	82329	11937
10281	1201100	12690
10282	726813	13143
10283	661460	2775
10284	332668	13407
10285	557496	13171
10286	276545	12980
10287	1872969	2743
10288	722978	12952
10289	425825	2805
10290	1139414	12683
10291	989016	11937
10292	393538	14241
10293	951456	11937
10294	614634	14922
10295	625524	14922
10296	1016595	12914
10297	324607	13143
10298	934802	12980
10299	176881	12171
10300	1079860	12690
10301	1312623	14549
10302	361970	13511
10303	512746	14233
10304	173636	14922
10305	1735430	11901
10306	230768	13533
10308	480053	11743
10309	1108525	11980
10310	1675211	11931
10311	714848	14922
10312	1242330	13594
10313	1437973	13982
10314	732721	12164
10316	280987	11956
10317	1333884	12956
10318	258132	12049
10319	1622120	12436
10320	227853	12690
10321	483208	12493
10322	179043	11937
10323	1271656	12282
10324	421618	14099
10325	811122	11937
10326	819832	12265
10327	1651086	14242
10328	290702	11672
10329	410693	2735
10330	83387	12282
10331	1149420	13143
10332	556296	12602
10334	310695	11937
10336	536871	12044
10338	1583151	13028
10339	1741990	14990
10340	549467	13714
10341	526272	11648
10343	889788	14003
10344	127158	13143
10346	1147106	13143
10347	1581011	11937
10348	1562195	14190
10349	1580496	12834
10350	566768	14241
10351	1110388	12834
10352	1324180	13509
10354	267232	14927
10355	809043	13799
10356	250960	12690
10357	1456958	13381
10358	1276155	13839
10359	1976367	13143
10360	394205	13651
10361	1145741	14614
10363	1767299	13982
10364	341122	13495
10366	905990	13253
10367	79252	13533
10368	282142	12243
10369	763558	12741
10370	1332104	11937
10372	411077	13028
10373	418888	12237
10374	602660	2840
10375	243405	12100
10378	1681997	14541
10379	1005516	2748
10380	705234	2858
10381	1103173	11937
10382	1794622	13651
10384	1537538	12548
10386	349103	14874
10387	712801	13277
10388	1585393	12039
10389	1263850	14103
10390	1276178	12139
10391	247591	13094
10392	428017	2802
10393	1503860	14161
10394	224600	13187
10395	603874	13215
10396	1321824	14922
10397	1957355	12301
10398	275433	12741
10399	354208	13143
10400	1106063	12980
10402	1154656	13188
10403	463931	12272
10404	665911	13799
10405	623350	14005
10406	274676	11937
10407	2056276	14237
10408	981322	13495
10409	1150299	12755
10411	1343187	12415
10412	1309353	13066
10414	1474735	12834
10415	1135783	12690
10416	1340527	13094
10417	187730	14874
10418	663844	13745
10420	1404210	12176
10421	1534558	12683
10422	169602	15024
10423	87035	2803
10424	185553	13241
10425	1879881	2769
10426	124635	12943
10427	261418	13083
10428	1899235	13253
10429	1138822	11937
10431	1009446	12834
10432	565446	11861
10433	925421	2727
10434	746950	12952
10436	23509	11757
10438	1980574	12914
10439	1911629	11864
10440	876757	12883
10441	819426	12222
10442	280986	14927
10443	595109	2601
10444	905795	2754
10445	545669	2730
10446	1551123	13594
10447	927366	13847
10448	581494	14095
10449	122095	11937
10450	1797018	12271
10451	1791282	14030
10452	1366823	13986
10453	1746400	14158
10454	146481	11937
10455	233616	12171
10456	345392	14036
10457	1479140	2740
10458	877385	14686
10459	398856	13083
10460	206943	11757
10462	215281	12186
10463	1833618	2771
10464	562901	12210
10465	1711947	14922
10466	807155	13205
10467	696732	13554
10468	612432	14233
10469	989116	2769
10470	1114468	13887
10471	461045	11956
10472	1196533	14922
10473	50102	11956
10474	578466	14241
10475	80246	12652
10477	480877	11805
10478	2030626	12741
10479	1471006	12554
10480	272046	12602
10481	1939824	13948
10482	174253	13260
10483	1908046	12338
10484	1020657	13835
10485	1460965	12481
10486	945292	12483
10487	1075910	12171
10488	1354493	2736
10489	1829935	14611
10490	1266478	13983
10491	1797574	14970
10492	1427573	12301
10493	1396742	13407
10494	1349372	12514
10495	1118338	12272
10496	567958	13253
10497	1272072	11956
10498	2059637	2778
10500	1213805	14242
10501	59909	11937
10502	824618	11937
10503	1640892	12841
10504	1255246	13366
10505	861410	14706
10506	2017288	13983
10507	2045835	12601
10508	280253	11937
10509	1230941	14196
10510	176287	14242
10511	1481683	12482
10512	1972187	13495
10514	293002	13954
10515	215420	10309
10516	323973	14233
10517	1792259	14240
10518	1360785	14924
10519	1703523	12517
10520	478995	13901
10521	982758	13674
10522	98057	12721
10523	1847899	12222
10524	1763581	14541
10525	341157	13143
10526	1911624	11864
10527	1110283	14279
10528	1970760	13537
10529	1661645	13651
10530	493665	11861
10531	1251000	13171
10532	305636	11937
10533	1845311	12755
10534	1749939	12415
10535	1171306	2728
10537	847790	14233
10538	1038713	12049
10539	878319	11560
10540	128491	14922
10542	1988125	14686
10543	1458905	12755
10544	748104	13028
10546	657029	14868
10547	715182	14037
10549	1561898	13263
10550	1319825	12956
10551	316251	14241
10552	862270	13495
10553	1034822	13143
10554	484086	12282
10555	279369	14111
10556	771200	14103
10557	671496	13887
10558	1642420	14242
10559	861215	12887
10560	1269742	2825
10561	1367477	11658
10562	2081221	11937
10563	611249	11956
10564	218698	12883
10565	891628	12301
10567	964051	14541
10569	1682822	13137
10570	1517803	13651
10571	430310	11967
10572	492763	11937
10573	116590	14233
10574	1097846	13775
10575	430832	11836
10576	1909058	11924
10577	338767	12415
10578	1174213	13831
10579	1771648	12530
10580	480890	13424
10581	1125376	13833
10582	251864	12197
10583	216812	12669
10584	1711522	11937
10585	1261863	2769
10586	875657	13407
10587	348757	14225
10588	610825	12630
10589	135035	14686
10590	594445	12282
10591	1686077	13781
10592	1246048	14165
10593	358047	2784
10594	388151	11937
10595	1276511	12743
10597	605797	12077
10598	789772	13745
10599	164541	12690
10600	964019	13327
10601	1249983	2896
10602	926829	11937
10604	1104547	11937
10605	790720	12482
10606	573579	14559
10607	1633421	14922
10608	1555383	13352
10609	870669	13799
10610	1312931	14233
10611	1287052	2740
10612	386808	11864
10613	1823636	12980
10614	787761	2791
10615	2036637	13389
10616	1532234	12980
10617	201924	14969
10618	341063	11937
10619	714121	12250
10620	426694	14867
10621	1734247	12265
10622	1408899	12328
10623	1699997	11645
10624	1097376	12980
10625	1250876	13704
10627	1955903	2769
10628	278833	13407
10629	1642493	13726
10630	1995832	14922
10631	887648	14237
10632	1885038	13358
10633	153789	13887
10634	892641	13358
10635	1115002	13083
10636	474044	12287
10637	803483	11937
10638	2019900	13520
10639	1864291	13429
10640	1261955	13253
10641	1656511	13651
10642	1160799	13956
10643	1343112	2803
10644	1767093	11644
10645	1205372	2747
10646	895774	13068
10647	1306399	13616
10648	1309006	12529
10649	957469	14938
10650	1296666	13707
10651	1223279	12952
10652	139493	12658
10653	1036039	14869
10655	243311	12100
10656	576249	14216
10657	939278	12381
10658	1785051	10309
10659	885447	2790
10660	1813660	14924
10661	611844	12913
10662	1822360	2838
10664	947116	13554
10665	1100447	13954
10666	720684	12171
10667	260989	13094
10668	1941509	12415
10669	1567251	12272
10670	473224	13069
10671	1343670	2759
10672	1819332	12841
10674	1655335	14242
10675	843152	12731
10676	1917519	12422
10677	714065	14242
10678	134650	13799
10679	259958	11937
10680	2020903	12381
10681	1565242	14922
10682	866170	11717
10683	820751	14233
10684	1271983	12282
10685	514152	13143
10686	401949	11937
10687	984978	12604
10688	993688	2803
10689	1149110	14030
10690	547892	13143
10691	1054174	12630
10692	396861	14233
10693	1440304	11828
10694	385308	13143
10695	327085	13835
10696	245488	12268
10697	1081399	13545
10698	523492	13358
10699	326766	12622
10700	1644258	12908
10701	433918	12674
10702	1945008	12914
10704	583500	14922
10705	711426	12085
10706	1616166	12930
10707	1174282	13143
10708	1827829	12667
10709	966691	14262
10710	810227	2741
10711	1182817	13178
10712	1218137	13289
10713	555844	11937
10714	1868373	11937
10715	567483	12914
10716	472271	12415
10717	1320740	12210
10718	394158	12374
10719	83190	12407
10720	811900	13143
10721	1078092	13594
10722	306987	11937
10723	1104736	12171
10724	394672	11937
10725	1131607	12514
10726	254377	12834
10727	1261160	12683
10728	1432312	13651
10729	2051021	13076
10730	1364220	12049
10731	52026	12301
10733	1650120	13187
10734	1274117	11956
10735	32449	13954
10738	108715	2769
10739	1251233	13424
10740	1927650	13509
10741	882038	13205
10742	577469	11937
10743	769959	13594
10744	1303494	12834
10745	208354	2803
10747	1266516	14050
10749	939954	12992
10750	1385439	12381
10751	1231979	14279
10752	1333462	2601
10753	338495	14226
10754	19184	13143
10755	464624	2769
10756	1889457	13384
10757	1372651	12265
10758	1014193	13178
10759	1248385	11937
10760	1307618	13674
10761	1345065	14277
10762	1952735	14233
10763	518459	12604
10764	1070166	12515
10765	480206	12337
10766	1423290	12690
10768	670670	2833
10769	623306	12415
10770	1152624	2730
10771	1016194	14233
10772	310188	12604
10773	1945638	11937
10774	946676	13253
10775	912332	13143
10776	1459263	14277
10777	1160205	12630
10778	259913	12265
10779	417339	14922
10780	335125	13088
10781	1940161	13381
10782	265945	12100
10783	1546352	12604
10784	264797	13912
10785	1597610	11790
10786	976304	12743
10787	951153	2761
10788	390574	13190
10790	554707	12479
10791	550082	13381
10792	1669984	14541
10793	376315	11937
10795	1949223	2769
10796	81139	13143
10797	1630026	12171
10798	816061	12913
10801	1396865	12222
10802	378019	12246
10803	1898086	13678
10804	19245	11961
10805	241243	14233
10806	769513	11937
10807	346662	12415
10808	705632	14245
10809	1962309	13381
10810	1756625	13781
10811	1296015	12301
10812	866230	11931
10813	384184	11774
10814	679112	12731
10815	714696	14019
10816	283964	2744
10817	643256	11956
10818	358440	12282
10819	887119	11838
10820	801099	11937
10821	165184	14241
10822	1158669	14740
10823	277672	13253
10825	1537522	12493
10826	720526	12630
10827	283968	11937
10828	1116875	11648
10829	849739	14242
10830	623694	12142
10831	256101	12456
10832	818031	11937
10833	1918647	13190
10834	1663591	12604
10835	1311567	12479
10836	1270443	12100
10837	663660	11937
10838	736440	12176
10839	280354	11937
10840	1465712	12604
10842	559832	2771
10843	1080496	2747
10844	1403182	13370
10845	1921243	12828
10846	1372016	14922
10847	244283	12100
10848	1284215	15033
10849	683679	14158
10850	939930	11694
10851	1104292	13504
10852	795179	13143
10853	1021372	12741
10854	1622440	13324
10856	1855892	12171
10857	305076	11937
10858	840481	14171
10859	328796	2741
10860	114949	2778
10861	570819	14237
10862	1143523	2731
10863	448996	13143
10864	2027040	12548
10865	233834	13143
10866	1836555	12478
10867	466362	13159
10868	343329	2841
10869	1000932	2769
10870	955565	2759
10871	534179	13143
10872	933786	12768
10874	618794	12171
10875	440012	14037
10876	1861699	12171
10877	564402	11861
10878	1766240	11018
10879	1572824	12004
10881	1600722	15033
10882	294865	12100
10883	1825841	14153
10884	666343	12667
10885	1735383	12128
10886	2070499	14922
10887	1609493	13901
10888	598753	12044
10889	39791	12338
10890	1604420	13143
10891	1347523	12222
10892	1544584	14233
10893	1275730	13803
10894	522085	12082
10896	887690	11937
10897	1799291	11937
10898	356698	12657
10899	845292	2742
10900	332756	12913
10901	252372	14233
10902	1224023	12301
10903	512769	15024
10904	883088	13714
10905	626536	12049
10906	1602826	14279
10908	1279472	14003
10909	1267941	12222
10910	1964823	14875
10911	904135	11825
10912	1630801	13982
10913	1313026	13066
10914	928007	14225
10915	663127	2599
10916	159851	11937
10917	1511842	13497
10918	1705363	14922
10919	1015234	13821
10920	588634	2890
10921	1392632	12381
10922	1397379	12381
10923	905414	13651
10925	218838	2775
10926	1749944	12913
10927	311420	11937
10928	23151	13799
10930	657715	14922
10932	702415	11678
10933	187328	15047
10934	1765662	2769
10936	787822	2804
10938	1564945	2778
10939	1072774	11937
10940	1906657	12422
10941	1857041	12520
10943	1234649	2747
10944	256696	13770
10946	539919	13651
10947	1944706	14241
10948	1324651	13799
10949	371632	14242
10950	311326	11937
10951	794812	13220
10952	1666445	14934
10953	1293562	14930
10956	425510	13143
10957	784171	14277
10958	1280117	13371
10959	1681825	13616
10962	702766	12272
10963	1223637	12980
10964	218045	12883
10965	352946	11881
10966	1593078	12980
10967	521787	11937
10968	1746950	12142
10969	389267	12400
10970	1905190	2752
10971	1892437	13564
10972	838017	11805
10973	1854724	13571
10974	1081447	13253
10975	314058	13143
10976	1074746	11937
10977	9587	2803
10978	289822	13451
10979	453642	11937
10980	2060809	11587
10981	2020732	11581
10982	118377	14869
10984	781051	12588
10985	1784464	13651
10986	495608	12683
10987	832513	15036
10988	347033	11937
10989	1356057	13948
10990	1454440	12324
10991	817058	14233
10992	946924	13068
10993	367646	14233
10994	257584	13069
10995	217991	12883
10996	1734569	12381
10997	615821	12863
10998	296264	13253
10999	1555900	11602
11000	1052344	11937
11001	373341	12834
11002	503070	13918
11003	475079	13414
11004	911896	15047
11005	2046677	2803
11006	1079019	13594
11007	1034509	12301
11008	622984	2599
11009	2039189	13187
11010	623766	12604
11011	788143	12415
11012	528030	13901
11013	1489991	11782
11015	1838183	2769
11016	1037710	14158
11017	172111	12381
11018	923461	13821
11019	1209594	13253
11020	1575010	13509
11021	1391519	13083
11023	81337	12237
11024	1872583	14541
11025	212552	12524
11026	171602	13253
11027	808017	13028
11028	1508915	13370
11029	602961	12913
11030	371109	12381
11031	643023	14539
11033	249860	14233
11034	361489	12914
11035	1223974	11762
11036	1654183	12683
11037	1753178	2761
11038	873400	2742
11039	1736946	2769
11040	299252	14923
11041	231523	14225
11042	1949149	14110
11043	374008	11937
11044	1642553	13726
11045	748575	12381
11046	307733	13094
11048	1643688	2757
11049	1123830	13253
11050	1652023	13069
11052	964511	11937
11053	577708	14014
11054	359818	13954
11055	1047994	14099
11056	737932	12265
11057	1369273	14685
11058	896691	13564
11059	1603155	12128
11060	742979	13651
11061	1585437	14279
11062	669025	13205
11063	1692964	13068
11064	1265112	12524
11065	255819	2827
11066	677071	13271
11067	1025848	11573
11068	571144	12841
11069	299452	13651
11071	324219	14111
11072	1152664	15054
11073	353825	11864
11074	805091	13358
11075	250688	14922
11076	1108398	13143
11078	732624	11902
11079	363637	13887
11080	828506	14161
11081	365973	13852
11082	421939	12272
11083	1589199	14030
11084	760681	11602
11085	576609	12883
11086	1046346	12282
11087	143179	11937
11088	1262579	14067
11089	573914	12741
11090	1988056	2747
11091	193025	14927
11092	957829	13509
11093	321254	14014
11094	570078	12171
11095	521031	13571
11096	398943	12980
11097	655571	13954
11098	342006	13495
11099	914604	12980
11100	969407	12913
11101	1482676	11956
11102	1403795	12604
11103	1122375	13714
11104	567902	11934
11105	921822	13328
11106	1446904	13571
11107	823829	14241
11108	1299601	14867
11109	350778	11937
11110	212513	13095
11111	656890	14242
11113	806177	13679
11114	1454599	12324
11115	1978364	13148
11116	887322	2769
11118	1979739	2897
11119	1275949	12992
11120	423138	12661
11121	346333	13253
11122	2042606	13651
11123	1429650	12943
11124	550043	12186
11125	801237	11937
11126	1271967	11956
11127	1825943	14241
11128	810276	14161
11129	1237399	14242
11130	862469	12604
11131	1890862	14922
11132	1641231	11937
11133	479245	2771
11134	126113	2744
11135	214142	13260
11136	1095212	13253
11137	1381189	12755
11138	1740124	11937
11139	77459	12415
11140	1236092	14241
11141	410812	12044
11142	281453	14922
11144	485990	13904
11145	1308044	14876
11146	226089	13651
11147	330805	11937
11148	2058668	12601
11149	351446	11937
11150	272799	13594
11152	134121	14927
11153	1583458	13615
11154	1621887	12841
11155	439985	12246
11156	209038	12301
11157	190400	13954
11158	162584	13714
11159	937259	13407
11160	376858	11937
11161	780743	14094
11162	1339301	13571
11163	194640	12709
11164	1744748	12415
11165	21645	11939
11166	1105866	13835
11167	374824	12381
11168	1075423	11937
11170	2017582	14225
11171	1587916	12517
11172	556716	13178
11173	1037830	13495
11174	313956	14922
11175	1091685	13253
11176	1566125	13407
11177	328546	12171
11178	167096	14922
11179	298939	13043
11180	1138154	14003
11181	496555	2784
11182	210483	13152
11183	358061	12630
11184	282887	12604
11185	1204379	14688
11186	714624	14019
11187	1706566	2769
11188	818742	13178
11189	911708	12908
11190	571420	11937
11191	357837	13493
11192	1303093	14549
11193	1264115	12246
11194	808122	12357
11195	1535622	14095
11197	1115525	2774
11199	833496	12479
11201	1274131	14391
11202	912847	13613
11203	1225793	2804
11204	206840	14235
11205	937927	12176
11207	722931	13429
11208	1364286	13143
11209	1967955	14274
11210	951092	2761
11211	538176	2752
11212	778471	12400
11213	257681	11930
11214	184732	11790
11215	425404	12730
11216	1377517	13554
11217	1350763	14922
11218	591391	12301
11219	1188101	13407
11221	528314	14390
11222	296365	12100
11223	1307930	12630
11224	1267208	12456
11225	429620	12460
11226	1861751	14030
11227	747246	13571
11228	148436	13407
11229	880106	12604
11230	80474	12943
11231	352495	13835
11232	1120219	13651
11233	480860	13651
11234	463302	13066
11235	399044	11937
11236	1288724	14235
11237	1725552	14922
11239	942772	14685
11240	1176574	13571
11241	1403794	11731
11243	620862	12082
11244	1985379	2804
11245	107983	12100
11247	694682	14922
11248	1353016	11937
11252	461119	14225
11253	556960	14923
11254	386105	12869
11255	1242433	12197
11256	86064	14927
11257	141692	13076
11258	1576794	2769
11259	689198	13407
11260	658274	12781
11261	326442	12082
11262	217240	14970
11263	730624	11790
11264	438285	13571
11265	939778	14398
11266	1004893	12604
11267	451427	12907
11268	1170664	11756
11269	254291	11937
11270	1437222	12176
11271	1609856	14963
11272	1925081	2752
11273	1375480	12667
11275	852385	11977
11276	310251	2782
11277	993838	13571
11278	729641	13407
11279	845171	12514
11280	879899	2769
11281	1084761	14274
11284	101377	13918
11286	486203	14922
11287	1545406	14922
11288	461149	11937
11289	813681	11756
11290	1479632	13027
11292	881537	2728
11293	498998	12781
11294	442146	11937
11295	1105831	12604
11296	144872	13571
11297	738810	12588
11298	456998	12741
11299	203531	12301
11300	473764	11533
11301	679074	12422
11302	1010411	2777
11303	1078924	12841
11304	173683	14706
11305	1367561	2784
11306	1981483	13571
11307	535333	12301
11308	192540	14930
11309	654168	2763
11310	245736	12964
11311	759728	13901
11312	693847	12049
11313	1091690	2744
11314	915515	13495
11315	1565666	11756
11316	663388	11937
11317	1019207	12301
11318	462459	2769
11319	264862	14923
11320	621121	13986
11321	1627089	12210
11322	960243	14922
11323	596484	12909
11324	540622	12304
11325	557350	11568
11326	886099	14922
11327	1289614	13094
11329	1162619	13253
11330	1813859	13322
11331	1703434	12267
11332	235532	11861
11333	631238	14235
11334	966276	12374
11335	286679	12630
11337	298281	12175
11338	1294284	2729
11339	305150	13170
11340	1140999	14614
11341	500241	2803
11343	1458886	13366
11344	1181869	14036
11345	1924092	11931
11346	869774	2747
11347	1429283	13554
11348	128546	12301
11349	694414	13571
11351	715229	13571
11352	766254	2739
11353	1564674	14874
11355	1562968	13040
11356	1179966	12914
11357	944721	11790
11359	648675	13755
11360	1082876	12301
11361	595810	13407
11362	348578	12802
11363	1204443	2782
11364	718927	2803
11365	413506	15036
11366	896707	13178
11368	519481	2754
11369	620429	14241
11370	684283	11756
11371	665033	12460
11372	1004870	13322
11373	375389	12883
11374	965372	2747
11375	469340	2752
11376	1348530	14390
11377	1633558	13190
11378	886770	12222
11379	1125176	2737
11382	362853	12640
11383	1255438	12524
11384	273238	11937
11385	1082956	12301
11386	350477	13370
11387	565227	14927
11388	1468694	14922
11390	1205410	2765
11391	464910	11937
11392	719321	12863
11393	1856271	2803
11394	356840	12329
11395	947563	2766
11397	750823	14003
11398	1145155	12781
11399	658889	2775
11400	1192062	12157
11402	513084	10309
11403	603411	14922
11404	423789	11934
11405	108703	13651
11406	157564	12301
11407	1988238	11757
11408	505934	13651
11409	719423	2729
11410	949172	15036
11411	1125786	14221
11412	483612	13509
11413	269863	14225
11414	465356	12640
11415	998150	13407
11416	1109550	2781
11417	1751035	12908
11418	854741	2758
11419	1259248	13407
11420	1081192	12517
11421	134143	12176
11422	1339318	12249
11423	1519127	14922
11424	344348	12781
11425	433947	12301
11426	849294	13956
11427	406562	11924
11429	1548854	13407
11430	677151	12085
11431	857158	12980
11432	1426840	12210
11433	1904763	13407
11434	368724	13299
11435	566058	13182
11436	333943	2804
11437	623447	13366
11438	1750905	12301
11439	714706	14389
11440	585463	15058
11441	1178834	2765
11442	1180110	14867
11443	540751	2753
11444	1280826	12624
11446	784993	13571
11447	278930	14390
11448	745193	11861
11449	368310	12100
11450	596140	13407
11451	1696522	11998
11452	383860	12100
11453	246622	11956
11454	584155	13033
11455	388207	13495
11456	1339245	14874
11458	183703	12493
11459	600754	12282
11460	96336	13104
11461	676689	2726
11462	606530	13921
11463	390615	12456
11464	1318936	13755
11465	1088846	14390
11466	1013144	13798
11467	1994400	12267
11468	728575	12479
11469	781723	11581
11470	391498	12301
11471	1629831	12980
11472	1012698	12630
11473	866400	12285
11474	1763919	2741
11475	1136078	14741
11476	1026109	14225
11477	1507646	11937
11478	811995	12049
11479	347600	12773
11480	1422096	13366
11481	667613	12460
11482	359263	2727
11483	1532909	13190
11484	1064444	13366
11486	407622	12252
11487	654419	12049
11488	1565285	12490
11489	263836	14923
11490	1025964	13407
11493	440096	11937
11494	502252	12883
11495	364716	14923
11496	428732	11937
11497	599116	11756
11498	908324	13651
11500	1101509	14149
11502	1150992	2741
11503	1194711	14687
11504	521148	11756
11505	564871	12517
11506	1807433	12980
11507	339487	12741
11508	540713	14922
11509	1461209	2754
11510	1112452	12044
11511	327055	12604
11512	1100905	12980
11513	371614	14190
11514	648548	12669
11516	621245	13571
11517	184681	11790
11519	1255456	13613
11520	224636	13786
11523	1221002	14265
11524	1966462	14688
11525	836134	12337
11526	1788373	13613
11527	946197	13571
11528	2041746	13366
11529	1023077	14003
11530	1419205	13143
11531	613995	12142
11532	657982	13271
11533	2073160	2756
11534	485412	14000
11535	301309	12171
11536	335422	13182
11537	582959	13571
11538	567648	11756
11539	112859	13407
11540	1041998	12222
11541	372982	11587
11542	892560	2804
11544	416387	11937
11545	1323126	12630
11546	721696	14540
11547	417961	11757
11548	299546	14922
11549	754837	14390
11550	213652	12374
11552	879975	14941
11553	61399	14153
11554	1050740	12171
11555	986900	12914
11556	849824	13493
11557	486639	12049
11558	1894917	14278
11559	491852	14674
11560	1997356	12275
11561	248889	11937
11562	614763	14241
11563	425482	12743
11564	1894662	15076
11565	299569	11924
11566	733669	12638
11567	993465	14927
11568	542655	13148
11569	1451001	13407
11570	697502	2769
11571	350279	12640
11573	364328	14923
11574	970553	11864
11575	316048	13370
11576	607316	12374
11577	640162	12478
11578	474366	12049
11579	548811	13362
11580	540903	2803
11581	885318	13651
11582	1579876	12604
11583	1750929	12381
11584	371195	12407
11585	682167	12100
11586	962597	12267
11588	723726	13407
11589	1000822	13651
11590	1091072	15023
11591	1823936	13571
11592	640492	12683
11593	680706	12415
11594	740775	12517
11595	457946	2726
11596	555212	11937
11597	61425	12943
11599	205757	11937
11600	1718127	14682
11601	863112	14241
11602	1192459	13495
11603	234345	13451
11604	458828	14688
11605	623657	14922
11606	119016	14922
11607	345318	12781
11609	1058584	14924
11610	1408549	15058
11611	746331	10309
11612	411766	12482
11613	1065888	2771
11614	617092	12638
11615	1309318	12374
11616	1098492	12082
11617	849256	13040
11618	581167	2753
11619	657486	13835
11620	951412	14390
11621	1041778	2747
11622	698668	2803
11623	1276038	13182
11624	256962	12781
11625	1245185	14688
11626	338311	13152
11627	1523084	11956
11628	412448	13028
11629	610601	12630
11630	252370	12157
11631	1015661	12604
11632	929986	11757
11633	245718	12869
11634	352226	11937
11636	956311	11674
11638	152734	13651
11639	2100434	12731
11640	1237901	14681
11641	1850211	11902
11642	1143495	11861
11644	1029982	13495
11645	1009898	13495
11646	1081619	12301
11647	175828	14922
11649	1979609	2804
11651	733350	11904
11652	1929290	15024
11653	1211778	13373
11654	1754948	13786
11655	317820	2775
11657	384695	12210
11658	303830	14502
11659	1468341	12943
11660	894709	12630
11661	392690	14037
11662	1636654	12630
11663	1894258	12082
11664	837060	11881
11665	290829	12908
11666	1422291	12301
11667	463320	11937
11668	753962	13554
11670	71635	12100
11671	1290333	12044
11672	475558	12980
11673	25147	13095
11674	488183	11568
11675	1719327	2733
11677	1096876	13407
11678	1431117	11672
11679	932820	12630
11680	67706	11536
11681	430789	15024
11682	471495	2753
11683	943112	13407
11684	1194645	12604
11685	669432	12415
11686	574679	13143
11687	690845	2763
11688	385929	14922
11689	622805	12085
11690	1395995	13373
11691	910745	13407
11692	1350627	2777
11693	860264	12630
11694	418523	12604
11696	681236	13901
11697	801129	11686
11698	1742080	13571
11699	319654	12301
11700	1479569	14241
11701	1357332	12630
11703	1039745	13495
11704	936542	11743
11705	1905023	12255
11706	705535	12400
11707	722702	12630
11708	981003	13901
11709	836984	11937
11710	1452553	12171
11711	128056	11937
11713	1438709	11757
11714	1554739	2774
11715	1035477	2778
11716	276585	13178
11717	953577	14612
11718	1590036	13260
11719	414777	13407
11720	1163891	13571
11721	1835333	12374
11722	436403	11937
11723	1192569	13727
11724	462626	2778
11725	375598	13571
11726	840619	11790
11727	1450648	12222
11729	171683	11937
11730	621347	12980
11731	571014	12743
11732	1257252	12049
11733	308149	13495
11734	261727	14922
11735	289317	12640
11736	686649	13066
11737	804505	14922
11738	32795	12604
11739	1036312	13533
11740	416449	13571
11741	327834	13182
11742	563529	14221
11743	1566475	13533
11744	991429	2769
11745	1022863	13856
11746	955773	13571
